Set #,Ensemble,Accuracy,AUC,F1,Precision,Recall,Specificity
18,Per + KNN,0.7389162561576355,0.719686337054758,0.6443040764675226,0.6878338001867412,0.6554545454545454,0.7839181286549708
19,LR + SVM,0.7631773399014777,0.7287985114300903,0.6446478942454174,0.6963672438672439,0.6081818181818182,0.8494152046783625
20,LR + KNN,0.7804187192118226,0.7397341839447102,0.65546918767507,0.735588023088023,0.5981818181818181,0.8812865497076023
21,SVM + KNN,0.7666256157635467,0.7311217437533226,0.6476804756990514,0.7056673881673882,0.6072727272727273,0.854970760233918
22,RF + XG + Per,0.7386699507389163,0.7078442317916002,0.6191613176095934,0.6863095238095238,0.6054545454545456,0.8102339181286551
23,RF + XG + LR,0.7838669950738916,0.7331844763423709,0.641016511867905,0.7667063492063492,0.5581818181818181,0.908187134502924
24,RF + XG + SVM,0.7906403940886699,0.7449521531100478,0.6567090520418694,0.7599206349206348,0.5872727272727272,0.9026315789473685
25,RF + XG + KNN,0.7906403940886699,0.7406539074960128,0.655,0.7899603174603175,0.5672727272727272,0.9140350877192983
26,RF + Per + LR,0.7318965517241379,0.7071717171717171,0.6218779130196872,0.6635425685425685,0.6254545454545455,0.788888888888889
27,RF + Per + SVM,0.7283251231527093,0.7021717171717171,0.6167780421303427,0.6654365079365079,0.6154545454545455,0.788888888888889
28,RF + Per + KNN,0.7353448275862069,0.7053588516746412,0.620845809588203,0.6955952380952379,0.6054545454545455,0.805263157894737
29,RF + LR + SVM,0.7766009852216749,0.7345879851143009,0.647906162464986,0.7318542568542568,0.5881818181818181,0.8809941520467837
30,RF + LR + KNN,0.7767241379310345,0.7323657628920787,0.6466589267285862,0.7417063492063491,0.578181818181818,0.8865497076023392
31,RF + SVM + KNN,0.780295566502463,0.7394258373205741,0.656468253968254,0.7390476190476191,0.5972727272727272,0.881578947368421
32,XG + Per + LR,0.7386699507389163,0.7102126528442317,0.6279333086194361,0.6904670329670329,0.6154545454545455,0.8049707602339182
33,XG + Per + SVM,0.7387931034482759,0.710959595959596,0.632170070398634,0.6807051282051282,0.6163636363636364,0.8055555555555556
34,XG + Per + KNN,0.7387931034482758,0.7041467304625199,0.6156101741993518,0.6794363969363968,0.5863636363636363,0.8219298245614034
35,XG + LR + SVM,0.7768472906403939,0.7345879851143009,0.6459103641456582,0.7254689754689754,0.5881818181818181,0.8809941520467837
36,XG + LR + KNN,0.7804187192118226,0.7373657628920787,0.649827632807509,0.7367784992784993,0.5881818181818181,0.8865497076023392
37,XG + SVM + KNN,0.7804187192118226,0.7416480595427963,0.6576804756990514,0.7281673881673881,0.6072727272727273,0.8760233918128655
38,Per + LR + SVM,0.7317733990147783,0.7030356193514089,0.6201055222727049,0.6759873949579831,0.6063636363636363,0.7997076023391813
39,Per + LR + KNN,0.7423645320197043,0.7131366294524188,0.631709018334707,0.7047069597069597,0.6154545454545455,0.8108187134502923
40,Per + SVM + KNN,0.7528325123152709,0.7220707070707071,0.6415317303955075,0.7128571428571429,0.6163636363636363,0.8277777777777778
41,LR + SVM + KNN,0.7631773399014777,0.7287985114300903,0.6458243648336526,0.6963023088023088,0.6081818181818182,0.8494152046783625
42,RF + XG + Per + LR,0.7419950738916256,0.7083997873471557,0.621478635841234,0.7096084471084472,0.5954545454545455,0.8213450292397662
43,RF + XG + Per + SVM,0.7458128078817734,0.7119245082402977,0.627961359246189,0.6993253968253967,0.5963636363636363,0.8274853801169592
44,RF + XG + Per + KNN,0.7597290640394088,0.7248192450824028,0.638474319857615,0.6991514041514041,0.6063636363636363,0.8432748538011696
45,RF + XG + LR + SVM,0.783743842364532,0.739997341839447,0.653921568627451,0.7462698412698412,0.5881818181818181,0.891812865497076
46,RF + XG + LR + KNN,0.7768472906403939,0.7323657628920787,0.6460741314069487,0.7403174603174603,0.5781818181818181,0.8865497076023392
47,RF + XG + SVM + KNN,0.7801724137931034,0.7370574162679426,0.6532002801120449,0.7479761904761905,0.5872727272727272,0.8868421052631579
48,RF + Per + LR + SVM,0.7422413793103447,0.70914673046252,0.6266990485721136,0.7099206349206348,0.5963636363636363,0.8219298245614036
49,RF + Per + LR + KNN,0.7527093596059113,0.7170414673046251,0.6311284142439075,0.7166117216117216,0.5963636363636363,0.8377192982456141
50,RF + Per + SVM + KNN,0.7528325123152709,0.7173338649654438,0.6326198674046972,0.6981349206349206,0.5963636363636363,0.8383040935672514
51,RF + LR + SVM + KNN,0.7698275862068965,0.7271026049973417,0.639579463364293,0.7243253968253968,0.578181818181818,0.8760233918128655
52,XG + Per + LR + SVM,0.7493842364532018,0.715156831472621,0.6334884403522174,0.7062193362193362,0.5972727272727273,0.8330409356725147
53,XG + Per + LR + KNN,0.7597290640394088,0.7249654439128121,0.6428366750208855,0.7040367965367965,0.6063636363636363,0.8435672514619883
