Set #,Ensemble,Accuracy,AUC,F1,Precision,Recall,Specificity
26,RF + DNN + LR,0.714039408866995,0.6706725146198831,0.5605251989152917,0.6252597402597402,0.5199999999999999,0.8213450292397662
27,RF + DNN + SVM,0.734975369458128,0.6960818713450292,0.5994558588985834,0.6579365079365079,0.5599999999999999,0.8321637426900585
28,RF + DNN + KNN,0.7211822660098522,0.6658958001063264,0.5382404540763674,0.655901875901876,0.4727272727272728,0.8590643274853802
29,RF + LR + SVM,0.7665024630541871,0.7260925039872408,0.6366176470588235,0.7037301587301587,0.5872727272727272,0.8649122807017544
30,RF + LR + KNN,0.7485221674876847,0.6963556618819777,0.5867156862745098,0.6930158730158731,0.5172727272727273,0.8754385964912281
31,RF + SVM + KNN,0.7555418719211823,0.7005980861244019,0.5929761904761903,0.7358730158730158,0.509090909090909,0.8921052631578948
32,XG + DNN + LR,0.7422413793103448,0.7013290802764487,0.6049032456752202,0.6773634698634698,0.559090909090909,0.8435672514619883
33,XG + DNN + SVM,0.7314039408866996,0.6917942583732059,0.59059770638718,0.6408333333333334,0.5572727272727273,0.8263157894736842
34,XG + DNN + KNN,0.7107142857142857,0.6646677299308879,0.5430108247445709,0.6195454545454545,0.5027272727272727,0.826608187134503
35,XG + LR + SVM,0.7665024630541871,0.7197341839447102,0.624047987616099,0.7205555555555555,0.5581818181818181,0.8812865497076023
36,XG + LR + KNN,0.776231527093596,0.7225837320574163,0.6274750601995184,0.773015873015873,0.5372727272727273,0.9078947368421053
37,XG + SVM + KNN,0.7589901477832512,0.7011695906432749,0.5936807705538356,0.7494047619047619,0.5,0.9023391812865498
38,DNN + LR + SVM,0.734975369458128,0.69103668261563,0.5868865121806298,0.6605411255411255,0.539090909090909,0.8429824561403508
39,DNN + LR + KNN,0.7136699507389163,0.6632589048378522,0.544230540701129,0.6327380952380952,0.48909090909090913,0.8374269005847953
40,DNN + SVM + KNN,0.7279556650246306,0.6835672514619884,0.5760812458954874,0.648953823953824,0.53,0.8371345029239767
41,LR + SVM + KNN,0.7451970443349752,0.6965470494417862,0.5919564843481252,0.6882539682539682,0.5281818181818181,0.8649122807017544
42,RF + XG + DNN + LR,0.7453201970443349,0.6990776182881446,0.5929887106357695,0.6847619047619047,0.5390909090909091,0.8590643274853802
43,RF + XG + DNN + SVM,0.7557881773399014,0.7156831472620946,0.6255188215637133,0.6941955266955266,0.5772727272727272,0.8540935672514621
44,RF + XG + DNN + KNN,0.762807881773399,0.7166480595427964,0.621625632709224,0.7262590187590188,0.5572727272727273,0.8760233918128655
45,RF + XG + LR + SVM,0.776847290640394,0.7319112174375332,0.6410741314069488,0.7305952380952381,0.5772727272727273,0.8865497076023392
46,RF + XG + LR + KNN,0.7729064039408866,0.7194976076555023,0.617156862745098,0.7447619047619047,0.5363636363636364,0.9026315789473685
47,RF + XG + SVM + KNN,0.7589901477832511,0.7023205741626795,0.5936515307877537,0.7349206349206349,0.5072727272727273,0.8973684210526315
48,RF + DNN + LR + SVM,0.7071428571428571,0.6541679957469431,0.529138521437283,0.6214285714285713,0.4709090909090909,0.8374269005847953
49,RF + DNN + LR + KNN,0.7277093596059113,0.6740776182881445,0.5557389686337054,0.6708333333333334,0.48909090909090913,0.8590643274853802
50,RF + DNN + SVM + KNN,0.73128078817734,0.6796783625730993,0.5684350582338198,0.6772113997113998,0.5,0.8593567251461989
51,RF + LR + SVM + KNN,0.7381773399014778,0.6865470494417864,0.5784029927760578,0.6854761904761905,0.5081818181818182,0.8649122807017544
52,XG + DNN + LR + SVM,0.7346059113300492,0.6904359383306752,0.5883287764866711,0.6696212121212122,0.5381818181818181,0.8426900584795323
53,XG + DNN + LR + KNN,0.7348522167487684,0.6799415204678363,0.5625475341651811,0.6785714285714286,0.49000000000000005,0.8698830409356726
54,XG + DNN + SVM + KNN,0.7279556650246305,0.6832589048378523,0.5784715353446004,0.6633549783549784,0.5290909090909091,0.8374269005847953
55,XG + LR + SVM + KNN,0.7522167487684729,0.6973657628920786,0.5868094255245958,0.7051984126984128,0.5081818181818182,0.8865497076023392
56,DNN + LR + SVM + KNN,0.7208128078817734,0.6737134502923976,0.5612865497076024,0.6449494949494949,0.51,0.8374269005847953
57,RF + XG + DNN + LR + SVM,0.7385467980295566,0.6936682615629983,0.5966307814992026,0.6922222222222223,0.539090909090909,0.8482456140350878
58,RF + XG + DNN + LR + KNN,0.7419950738916256,0.6964460393407762,0.5954938705944898,0.6865476190476192,0.539090909090909,0.8538011695906433
59,RF + XG + DNN + SVM + KNN,0.738423645320197,0.6871477937267411,0.5795848578665915,0.6974603174603174,0.509090909090909,0.8652046783625732
60,RF + XG + LR + SVM + KNN,0.7626847290640393,0.709688995215311,0.6096809425524595,0.7334920634920634,0.5272727272727272,0.8921052631578947
61,RF + DNN + LR + SVM + KNN,0.7314039408866995,0.6820467836257311,0.5713940376788673,0.6833549783549784,0.51,0.8540935672514621
62,XG + DNN + LR + SVM + KNN,0.738423645320197,0.6919005847953217,0.5849589548738157,0.6701190476190476,0.5299999999999999,0.8538011695906433
63,RF + XG + DNN + LR + SVM + KNN,0.7455665024630541,0.7035061137692716,0.6063811489508084,0.677034632034632,0.5581818181818181,0.8488304093567252
