Set #,Ensemble,Accuracy,AUC,F1,Precision,Recall,Specificity
48,RF + DNN + LR + SVM,0.8395575896262395,0.8403835863670167,0.8059722467370589,0.7778161615176045,0.84472710453284,0.8360400682011935
49,RF + DNN + LR + KNN,0.8421891685736078,0.8409681032449983,0.805806116194071,0.7893696393730312,0.8340888066604994,0.847847399829497
50,RF + DNN + SVM + KNN,0.8386803966437834,0.8386502149425912,0.803307107628612,0.7795862901141904,0.8382978723404255,0.839002557544757
51,RF + LR + SVM + KNN,0.8413043478260869,0.8426107815929331,0.8086874871051879,0.7782196276494082,0.8490749306197966,0.8361466325660698
52,XG + DNN + LR + SVM,0.8404424103737606,0.8418328617293355,0.8084480020741841,0.7789956988937623,0.8490749306197966,0.8345907928388746
53,XG + DNN + LR + KNN,0.8430816170861938,0.8409111933395005,0.8055630822673294,0.7947808275967125,0.8296484736355225,0.8521739130434781
54,XG + DNN + SVM + KNN,0.8430511060259344,0.8440387440822767,0.8103787326623898,0.7827999315499315,0.8490749306197966,0.839002557544757
55,XG + LR + SVM + KNN,0.8386880244088483,0.8404173695380095,0.8067975835237119,0.7741095766031607,0.8491211840888067,0.8317135549872123
56,DNN + LR + SVM + KNN,0.8404500381388254,0.842886035080082,0.8095469812786591,0.7753686683985248,0.8555504162812211,0.8302216538789429
57,RF + XG + DNN + LR + SVM,0.8395728451563691,0.8407672180805716,0.806770233114316,0.7786946463477793,0.8469010175763183,0.8346334185848253
58,RF + XG + DNN + LR + KNN,0.8404500381388254,0.837424951479204,0.8011762755222891,0.7925847964396271,0.8211840888066606,0.8536658141517476
59,RF + XG + DNN + SVM + KNN,0.8395575896262395,0.8401101467413976,0.805349289485855,0.7794252473026269,0.8426456984273821,0.8375745950554135
60,RF + XG + LR + SVM + KNN,0.8404271548436307,0.8408329705610275,0.8059470758952507,0.7804856513860202,0.8425994449583719,0.839066496163683
61,RF + DNN + LR + SVM + KNN,0.844790236460717,0.8454986758810831,0.8116165112622751,0.7851355162883675,0.8490749306197966,0.8419224211423699
62,XG + DNN + LR + SVM + KNN,0.8448207475209764,0.8458947778926558,0.812790434312191,0.7856408688058464,0.851295097132285,0.8404944586530265
63,RF + XG + DNN + LR + SVM + KNN,0.8465598779557588,0.8476939017975367,0.8148622506555073,0.7874148730771907,0.853422756706753,0.8419650468883205
